text,label
because you re a weak bitch listen to cruel hand because the singer fell on face last night,1
cracker jack shut the fuck up,0
i just want the baddest bitch in the world right here on my lap,1
hit a bitch it s not like you can see the bruises,0
this weather is a bitch,1
how mich time the p o p hold it down nigga bitch catch,1
bad bitches,1
they gotta sell they ugliness ugly bitches be the most stuck up like bish what,1
but you nvm i don t see why men disrespect women by calling them offensive names like bitch hoe slut or female smh,1
yaya ho cute avi tho i had no idea she was sleep,2
lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga,1
can t fuck wit no bitch ugly friends,1
let me make this clear i don t need no fucking body i don t need none of you whack ass hoes too be friend,1
summer time bitch always wild,1
i think about the fact that dinosaurs evolved into birds every time i eat chicken dinosaurs are delicious,2
unlike a lot of these bros i actually care about my girl and i love her it s not called being a pussy it s called,1
your girl s hoe friends gonna gas her to cheat on you a tall nigga with abs start stroking on her in the club they,1
niggah das gay,1
thanks for coming with me last night because it s ghetto and no one else could of handled it summer,2
my brother is a bitch pussy faggot etc you just like getting beat up don t you,1
orton is trash idc he ain t been playing trashlex smith only sat out kaep took his spot,2
it s been fuck bitches but a queen can get my time,1
my nig todd gurley a beast,1
i been getting money i ain t worried bout a hoe,1
this is crazy no rb picked yet a rb won roy yrs ago rb was mvp ppl get how important our position is this is insane ho,2
cookies and crackers aren t even on the same level,2
love you too bitch,1
so jealous of my parents and bryce gone to rednecks with paychecks for the weekend i should ve gone,1
cnt nobody be mad at who he choose to be with i can t be mad at no bitch its the nigga so hay,1
i was such a pussy back then lol like its crazy,1
am ghetto,2
bitch i ll end your fucking life you a fuckboy,1
and im retarded too i keep answering the house phone when i know it aint for me l,1
hoes be calling hoes hoes when they know they just as much of a hoe as the other hoe they calling a hoe,1
you hoes getting outta hand,1
she s bro was ken bec a use s side he beli hoe ved,2
yep nope and never will fellas u ever had some pussy so good you send a so what are we text,1
if you dont see the connection between legitimizing the queer lifestyle and an increase in std s and sexual deviancy yo,0
this bitch gonna steal a police uniform and think she has some authority i say we pop the trunk on her bitch ass thewalkingdead,1
niggas loose they down bitch for a bitch who down to snitch,1
k tweets hoe i d like to thank all my supportive fans more tweets to come,1
the club don t never get old to some of y all hoes though,1
my eyes brows finna be on fleekate fleek bitch,1
just like you you pulled all them track bitches,1
when its hot i wear whatever lol shit if could come out this bitch in briefs i would,1
that vine started a coon frenzy bruh,1
i see you guys kicked this long haired faggot out your lil video game team,1
i thought it was raining because of the sound on the roof but it was just birds exploding from the heat,2
it s a lot of uncle tom ass niggas out here,0
you a drunk bitch,1
birds of a feather,2
im start askin dese hoe niggas if they got sand in they pussy,1
or faggot guess he got caught saying nigga,1
i m done crying i m done being worried ain t no bitch in me or is stupid written over me,1
i need a trippy bitch i ain t wit that cute shit,1
me baby i cooked bae what s for dinner me that bitch you been texting,1
lol this is why u my nig,1
flabby bird sounds turrible lol i ll just stick to watching paint dry,2
that s how i drive you bitch,1
that was not good times starting the mickey mouse club soon,2
hell no cause brad still walked away like yeah i fucked that niggas bitch,1
let s go right now bitch and i knocked you last time let s fight right now,1
aahahah who the fuck watches that trash,1
you too old to be on twitter crying like a bitch,1
watching the innocence of muslims that dude who played muhammed must be getting a ton of pussy now,1
okay kids rickandmorty just came on that s how i know i m tweeting way too late on a sunday night booya bitches i m outta here,1
niggas be catching attitudes and expect a bitch to beg plenty of sorry s to figure out what s his problem no,1
some kid in an angry birds costume bumped into me and i fell over making something else fall over into something else which wobbled and,2
note to self boiling water hot monkey brain,2
yeah i checked my connection i have fucking wifi did you check if you were being a lil bitch nigga,1
if she do then she gone die too i ain t playin dawg bitches gone be ruthless then i will be too,1
bruuuuuuh kobe last night yelling at dwight howard you a bitch ass n,1
adawg getcho ghetto booty up,1
he lucky he got a bitch that knows how to cook clean wash everything,1
wish i coulda said more to tonight good seeing you fag,0
do i have to repeat myself u white trash,0
bitch shut the fuck up goddam your a slut bitch whore nigga,0
i was hoping you went with the mr chow part on hangover but did you die dumb bitch ass sloot,1
dat bitch wild as shit lls,1
eat mangos get bitches to be honest i don t do either of these,1
people person so you know lil gabby got hoes,1
cuh this is our scrum fallsevens distonga niniwubbsme we re finna smash some bitches rugby,1
no i don t love these hoes and fuck these niggas fuckem,1
as always eli has the stupid hick hayseed look on his face giants fans kill yaselves it s gonna be a,0
top notch hoes get the most not the lesser,1
they made up endearing names for us like nigger spook monkey,1
isis jihadis discuss buying and selling yezidi girls as slaves tcot pjnet,2
cum thru bitch,1
yer dirty pussy,1
oh what hoe is she trippin bout then,1
for you bitch niggas out there,1
here let me say it more clearly since your retarded ass don t understand,0
yasss brownies ice cream,2
ya girl is a slimy ass hoe get her under control and tell her to stop spraying bullshit out her mouth all day,1
jets bills and dolphins all win how does sole possession of last place feel mr belichick,2
j cole is trash i ve been saying this for years fuck him lol,1
fuck yes we are triple xp nigguh,1
pussy it s science donaire via rachel spelling error,2
y all boyz was fried fuck dat pussy nigga in the blue doe,1
i m assuming it would look something like a bitch slap and a dickpunch,1
what s up nigger,1
did you just call my sweet baboo a ho,1
thisty hoe,1
beautiful wall color i don t love these bitches and you shouldn t either,1
bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy,1
red neck ice bucket challenge he must be from the sip redneck,2
she wonder why im into her when all these hoes be into me,1
hate shit like this bitch can t make a decent meal but can take a hell of a thirst trap,1
we slap bitches,1
you bitches are grade a weird,1
my body thought we d get an extra hr sleep but my brain decided to wake up hrs earlier my brains a bitch,1
i feel that i see nothing wrong with the gta killing bc it s not the sole purpose of the game,2
and trying to maintain this color is gonna be a fuckin bitch like i washed my hair once and it already started going blonde again idk idk,1
man there s a lot of fat bitches here,1
hate a broke bitch and nigga,1
don t act all shy bitch slop that up,1
i have yet to master the art of eating a powdered donut without looking like i just left charlie sheen s house,2
this is so stupid how you gone wife a bitch that let niggas lick on her head in public,1
ya pussy let s go wheelin,1
bitches talmbout they limber got these bitches in limbo,1
im trying to come back as a fine ass bitch next lifetime,1
sum wrong with the pussy sweets smh,1
